emp_no,first_name,last_name,title,from_date,salary
268659,Pradeep,Weedon,Senior Staff,1996-03-05,94126
266373,Utpal,Ramamoorthy,Senior Engineer,1996-03-05,64454
76078,Hausi,Poehlman,Senior Staff,1996-03-05,87522
289351,Pragnesh,Plump,Senior Engineer,1996-03-05,40000
103731,Leandro,Cyre,Engineer,1996-03-05,40000
46305,Yakichi,Lamba,Senior Engineer,1996-03-05,40000
290564,Teunis,Ghandeharizadeh,Senior Staff,1996-03-04,82673
459614,Eishiro,Bojadziev,Engineer,1996-03-04,62634
418504,Candida,Alvarado,Senior Staff,1996-03-04,77157
433966,Yannik,Bruckman,Senior Engineer,1996-03-03,40000
498436,Shaowei,Keohane,Senior Staff,1996-03-03,60380
89872,Visit,Bugrara,Senior Staff,1996-03-03,80008
10067,Claudi,Stavenow,Senior Engineer,1996-03-03,44642
209279,Roddy,Bail,Senior Staff,1996-03-03,45126
30702,Vincent,Shumilov,Engineer,1996-03-03,47555
479234,Izaskun,Thiran,Senior Engineer,1996-03-03,43828
427029,Samphel,Ramalingam,Senior Staff,1996-03-02,71340
466869,Flemming,Magalhaes,Senior Staff,1996-03-02,76420
73733,Takanari,Kusakari,Senior Staff,1996-03-02,61413
299525,Yagil,Gornas,Senior Engineer,1996-03-02,40000
205608,Gilbert,Morris,Senior Engineer,1996-03-02,40000
109470,Aram,Moffat,Staff,1996-03-02,76886
292841,Yannis,Pargaonkar,Engineer,1996-03-02,40000
69325,Pranas,Dredge,Senior Staff,1996-03-02,40000
90812,Marie,Thibadeau,Senior Staff,1996-03-02,79292
201462,Jolita,Erva,Senior Staff,1996-03-02,54790
106411,Anyuan,Marletta,Senior Engineer,1996-03-02,40000
477993,Sanjiv,Chorvat,Senior Staff,1996-03-02,42457
239078,Szabolcs,Narwekar,Senior Staff,1996-03-02,47445
74176,Mariangiola,Conte,Senior Engineer,1996-03-02,45366
240060,Anwar,Reinhard,Senior Staff,1996-03-02,56785
299448,Toshiki,DasSarma,Senior Engineer,1996-03-02,40000
254883,Boalin,Brattka,Senior Staff,1996-03-01,40000
278860,Fay,Emiris,Engineer,1996-03-01,59719
456806,Filipp,Vingron,Senior Engineer,1996-03-01,48876
227595,Gaetan,Kragelund,Senior Engineer,1996-03-01,64081
283900,Shaunak,Gist,Engineer,1996-03-01,50480
297207,Yunming,Prochazka,Senior Staff,1996-03-01,58832
291269,Marie,Thibadeau,Staff,1996-03-01,51163
253828,Shem,Lubachevsky,Senior Staff,1996-02-29,40000
430001,Lucien,Dalton,Engineer,1996-02-29,40000
107090,Stein,Ferretti,Senior Engineer,1996-02-29,43398
220082,Paraskevi,Kaminger,Engineer,1996-02-29,60879
78463,Zita,Kaelbling,Senior Engineer,1996-02-29,40000
447349,Yinghua,Speel,Engineer,1996-02-29,45468
482909,Magy,Chvatal,Senior Engineer,1996-02-28,40000
244172,Karoline,Thibadeau,Technique Leader,1996-02-28,49159
73559,Masamitsu,Murrill,Staff,1996-02-28,40000
243770,Baoqiu,Schlenzig,Senior Staff,1996-02-28,49168
423373,Golgen,Schwartzburd,Senior Staff,1996-02-28,75594
252098,Surveyors,Snedden,Senior Engineer,1996-02-28,40000
86175,Marc,Herbst,Senior Engineer,1996-02-28,64066
451534,Shahid,Vrecion,Senior Staff,1996-02-28,40000
100593,Sasan,Sethi,Engineer,1996-02-28,40000
269161,Oksana,Feldmann,Senior Engineer,1996-02-28,40000
82774,Aral,Maierhofer,Senior Staff,1996-02-28,59700
17066,Heping,Ruther,Senior Engineer,1996-02-27,59260
35352,Koldo,Kilgour,Senior Engineer,1996-02-27,40000
202610,Berhard,Bage,Senior Engineer,1996-02-27,49130
37871,Bernice,Reghbati,Engineer,1996-02-27,50815
26027,Conal,Hellwagner,Senior Engineer,1996-02-27,40000
256028,Barna,Mandell,Senior Engineer,1996-02-27,40000
52531,Khosrow,Basart,Senior Staff,1996-02-27,43156
23860,Malu,Kumaresan,Senior Staff,1996-02-27,66328
45546,Gopalakrishnan,Lanphier,Senior Staff,1996-02-27,102460
53277,Roded,Coney,Senior Staff,1996-02-27,43428
101587,Hironobu,Puppo,Senior Staff,1996-02-27,67686
219978,Janche,Attimonelli,Senior Engineer,1996-02-26,40000
408613,Mart,Angelov,Engineer,1996-02-26,41770
490929,Mingdong,Byoun,Staff,1996-02-26,55175
276244,Shigeichiro,Hofmeyr,Senior Engineer,1996-02-26,71246
38084,Horward,Zongker,Senior Engineer,1996-02-26,48357
496832,Fen,Wixon,Senior Engineer,1996-02-26,43097
260080,Gregory,Marzano,Senior Staff,1996-02-25,40000
221065,Ulises,Remmers,Senior Staff,1996-02-25,44918
252510,Bedir,Akazan,Senior Engineer,1996-02-25,44094
275011,Leen,Wallrath,Senior Staff,1996-02-25,60017
497475,Munehiko,Bonifati,Engineer,1996-02-25,62636
105776,Lokesh,Chinen,Senior Engineer,1996-02-25,40000
455927,Gina,Deverell,Senior Staff,1996-02-25,40000
276381,Genki,Kirkerud,Technique Leader,1996-02-25,52829
426865,Demos,Krohn,Senior Engineer,1996-02-25,40000
285934,Zhilian,Antonakopoulos,Staff,1996-02-25,78772
209937,Erez,Bage,Senior Engineer,1996-02-25,54704
479119,Limsoon,Willoner,Engineer,1996-02-24,52366
201176,Masami,Auyong,Senior Staff,1996-02-24,63162
95923,Richard,Rijsenbrij,Engineer,1996-02-24,40000
65569,Sachio,Picci,Senior Staff,1996-02-24,53205
59331,Izaskun,Broder,Engineer,1996-02-24,50825
289489,Maria,Morton,Senior Engineer,1996-02-24,43582
481953,Yishai,Brickell,Senior Staff,1996-02-23,44244
38323,Kiyotoshi,Keirsey,Senior Engineer,1996-02-23,40000
48407,Theirry,Gischer,Senior Engineer,1996-02-23,90964
415523,Neelam,Luef,Senior Staff,1996-02-23,57697
237047,Akeel,Peres,Senior Staff,1996-02-23,85866
236764,Ibibia,Ulupinar,Staff,1996-02-23,46095
410313,Maia,Chepyzhov,Engineer,1996-02-23,40000
29284,Aloys,Hofman,Senior Engineer,1996-02-23,59542
59323,Hein,Marciano,Senior Engineer,1996-02-23,40000
493505,Sushant,Basawa,Engineer,1996-02-23,40000
483104,Dante,Daescu,Senior Engineer,1996-02-23,54450
101973,Yucel,Kilgore,Senior Staff,1996-02-23,65051
473619,Goo,Doering,Engineer,1996-02-23,58888
50318,Remco,Beerel,Senior Staff,1996-02-23,40083
27787,Xinglin,Bondorf,Engineer,1996-02-23,40000
256521,Bangqing,Kampfer,Senior Staff,1996-02-23,62755
259179,Petter,Ramaiah,Senior Engineer,1996-02-23,72585
89843,Boalin,Ghelli,Staff,1996-02-23,50540
489972,Sivanarayana,Selenyi,Engineer,1996-02-23,40000
269592,Kauko,Argence,Engineer,1996-02-22,40000
83531,DAIDA,Pezzoli,Senior Staff,1996-02-22,41399
465537,Jaideep,Plessier,Senior Engineer,1996-02-22,40000
484794,Uri,Comte,Senior Engineer,1996-02-22,40000
461691,Gadiel,Lichtman,Staff,1996-02-22,58000
418465,Munir,Masamoto,Engineer,1996-02-22,40000
25020,Kazuhiro,Lores,Staff,1996-02-22,50459
224255,Hatem,Pews,Staff,1996-02-22,40000
39224,Moss,Chenney,Engineer,1996-02-22,42034
20881,Duangkaew,Hainaut,Engineer,1996-02-21,41062
69767,Nakhoon,Glowinski,Engineer,1996-02-21,40000
59999,Piyush,Spataro,Senior Staff,1996-02-21,84744
283642,Mayuri,Hasenauer,Senior Engineer,1996-02-21,40000
32641,Tua,Tetzlaff,Engineer,1996-02-21,54119
237064,Shrikanth,Frezza,Senior Engineer,1996-02-21,49635
54655,Lenore,Kossowski,Senior Staff,1996-02-21,92838
261901,Richara,Covnot,Senior Engineer,1996-02-21,40000
31128,Serif,Frolund,Assistant Engineer,1996-02-21,67108
276127,Hsiangchu,Broomell,Engineer,1996-02-21,40000
234007,Babette,Oskamp,Senior Engineer,1996-02-21,40498
48591,Kamran,Rahier,Senior Engineer,1996-02-21,45831
25225,Abdelaziz,Vrecion,Engineer,1996-02-21,63803
485001,Perry,Jiang,Senior Engineer,1996-02-21,42642
254907,Zhensheng,Boyle,Senior Staff,1996-02-20,76911
216641,Florian,Ginneken,Senior Engineer,1996-02-20,65018
71420,Oksana,Schnelling,Engineer,1996-02-20,48164
46773,Vojin,Parveen,Senior Engineer,1996-02-20,43783
72646,Elgin,Tchuente,Engineer,1996-02-20,50608
405591,Kellyn,Gulik,Senior Engineer,1996-02-20,47382
103351,Stein,Junot,Engineer,1996-02-20,56479
57566,Masami,Barinka,Engineer,1996-02-20,40000
221882,Sahrah,Aloia,Senior Staff,1996-02-20,76346
473848,Magdalena,Butner,Senior Engineer,1996-02-20,40000
498150,Yakkov,Pellegrinelli,Senior Staff,1996-02-20,85779
460425,Inderjeet,Sidhu,Senior Engineer,1996-02-20,40000
102027,Gladys,Isaak,Senior Engineer,1996-02-20,40000
418553,Abdelkader,Caine,Senior Engineer,1996-02-20,46156
240309,Roselyn,Angel,Engineer,1996-02-19,46108
16230,Ung,Babu,Senior Staff,1996-02-19,40000
421986,Gritta,Furudate,Senior Staff,1996-02-19,63207
269285,Hsiangchu,Falco,Engineer,1996-02-19,57550
494634,Garnet,Coombs,Senior Engineer,1996-02-19,51202
50578,Satosi,Merle,Senior Engineer,1996-02-19,53918
282362,Siddarth,Lyonns,Engineer,1996-02-19,40000
14515,Kazuhisa,Versino,Senior Engineer,1996-02-19,61645
286076,Mary,Callaway,Senior Staff,1996-02-19,63728
434523,Pintsang,Danecki,Senior Staff,1996-02-19,43743
454830,Ottavia,Dehkordi,Engineer,1996-02-18,71879
495287,Babette,Fontet,Senior Staff,1996-02-18,56949
93203,Danel,Zizka,Senior Staff,1996-02-18,45304
233538,Sasan,Delgrossi,Senior Engineer,1996-02-18,44152
14518,Patricia,Peir,Engineer,1996-02-18,64238
258078,Hilary,Orlowski,Senior Engineer,1996-02-18,88057
286558,Waiman,Gubsky,Senior Staff,1996-02-18,44870
422180,Dekang,Christ,Senior Engineer,1996-02-18,61716
225952,Venkatesan,Serre,Senior Staff,1996-02-18,40000
201305,Byong,Khalid,Senior Engineer,1996-02-18,49466
48370,Khatoun,Pellegrinelli,Engineer,1996-02-18,65014
401933,Vivian,Kropf,Technique Leader,1996-02-17,51482
101651,Trygve,Templeman,Senior Engineer,1996-02-17,40000
270649,Slavian,Baik,Engineer,1996-02-17,40268
464372,Masadi,Dalton,Senior Staff,1996-02-17,57125
80466,Takahiro,Bala,Staff,1996-02-17,78991
296116,Gererd,Bernini,Senior Staff,1996-02-17,40411
217775,Becky,Pusterhofer,Engineer,1996-02-17,40000
455430,Miyeon,Melichar,Staff,1996-02-17,40000
34129,Takanari,Kolinko,Engineer,1996-02-17,40000
470657,Richara,Wissmann,Senior Engineer,1996-02-17,40000
258132,Haldon,Speel,Staff,1996-02-17,49605
281776,Radoslaw,Nilsson,Senior Staff,1996-02-17,72017
465696,Roselyn,Thiran,Engineer,1996-02-17,53054
210473,Aram,Terlouw,Engineer,1996-02-16,50760
460660,Pranav,Azevdeo,Senior Staff,1996-02-16,79810
94582,Willard,Baar,Senior Engineer,1996-02-16,56843
62112,Pragnesh,Servieres,Senior Engineer,1996-02-16,44714
70311,Abdelaziz,Kugler,Senior Staff,1996-02-16,40000
61995,Kerryn,Stellhorn,Senior Staff,1996-02-16,74905
286697,Ult,Melter,Senior Staff,1996-02-16,86833
203967,Teiji,Genther,Senior Engineer,1996-02-15,55531
54375,Rafail,Hofstetter,Senior Engineer,1996-02-15,44994
49174,Giri,Pollock,Staff,1996-02-15,45721
93102,Magdalena,Barvinok,Engineer,1996-02-15,40000
429974,Udo,Doering,Senior Staff,1996-02-15,40000
284783,Shahab,Assaf,Senior Engineer,1996-02-15,40000
406980,Jacopo,Panangaden,Senior Staff,1996-02-15,40000
55417,Subbu,Eiron,Senior Staff,1996-02-15,58197
408657,Suvo,Argence,Senior Engineer,1996-02-14,46445
259047,Subhada,Wilharm,Engineer,1996-02-14,55972
217187,Duri,Hedayat,Senior Engineer,1996-02-14,48653
441429,Ewing,Akaboshi,Senior Staff,1996-02-14,54969
452690,Maia,Hempstead,Senior Staff,1996-02-14,77037
205928,Domenico,Esteva,Senior Engineer,1996-02-14,53244
479778,Sajjan,Naumovich,Engineer,1996-02-14,40000
479824,Manibrata,Auyong,Engineer,1996-02-14,53177
81747,Vitali,Tanemo,Staff,1996-02-14,80349
439948,Toshimitsu,Hatcliff,Staff,1996-02-13,68876
222013,Remko,Ohori,Senior Staff,1996-02-13,40000
425689,Arnould,Bernini,Senior Engineer,1996-02-13,55867
104312,Suzette,Hettesheimer,Senior Staff,1996-02-13,74364
292458,Akeno,Armand,Senior Staff,1996-02-13,52893
203194,Mooi,Usery,Senior Staff,1996-02-13,40000
52396,Ulf,Paludetto,Senior Staff,1996-02-13,57947
491958,Basim,Lorin,Senior Staff,1996-02-13,81905
270109,Mara,Fujisaki,Senior Staff,1996-02-13,40000
15687,Dekang,Ambroszkiewicz,Senior Staff,1996-02-13,62333
100125,Kristinn,Benveniste,Senior Staff,1996-02-13,40000
57210,Odinaldo,Veccia,Senior Staff,1996-02-13,72275
83923,Bedir,Garnham,Engineer,1996-02-13,68389
299844,Nalini,Scallan,Assistant Engineer,1996-02-13,40000
232808,Uriel,Ghalwash,Senior Engineer,1996-02-12,40000
259075,Freyja,Herbst,Engineer,1996-02-12,52704
477567,Doohun,Bharadwaj,Senior Engineer,1996-02-12,46091
73808,Urs,Skafidas,Senior Engineer,1996-02-12,40000
218998,Kristian,Hennebert,Engineer,1996-02-12,53486
221592,Gift,Adachi,Senior Staff,1996-02-12,40673
297032,Satyanarayana,Panwar,Senior Staff,1996-02-11,45933
405282,Mang,Birge,Staff,1996-02-11,40000
101003,Pranas,Kusakabe,Engineer,1996-02-11,58383
52703,Gian,Sidje,Senior Staff,1996-02-11,41787
444867,Valter,Marshall,Senior Staff,1996-02-11,61925
73283,Shen,Leaver,Engineer,1996-02-11,55758
84093,Masamitsu,Cronau,Engineer,1996-02-11,40000
464614,Arto,Siksek,Senior Engineer,1996-02-11,65464
215335,Shuky,Kalafatis,Senior Staff,1996-02-11,71394
464708,Taizo,Bierman,Staff,1996-02-11,78674
30644,Marlo,Hegner,Engineer,1996-02-11,40000
407528,Seshu,Perin,Senior Staff,1996-02-11,47889
233250,Jayson,Hoogerwoord,Staff,1996-02-11,96162
11085,Hailing,Thummel,Senior Engineer,1996-02-10,66437
224820,Shalesh,Plesums,Senior Staff,1996-02-10,65227
67146,Horward,Hertweck,Senior Staff,1996-02-10,84628
427853,Sanjay,Bisiani,Engineer,1996-02-10,48000
59237,Gen,Lundstrom,Staff,1996-02-10,49993
106256,Yakichi,Michaeli,Senior Engineer,1996-02-10,40000
60505,Yinghua,Birnbaum,Senior Staff,1996-02-09,54298
65599,Gen,Sethi,Senior Staff,1996-02-09,61010
462539,Shin,Mikschl,Senior Engineer,1996-02-09,40000
250473,Miomir,Raoux,Staff,1996-02-09,45298
446089,Junsik,Serov,Senior Engineer,1996-02-09,40000
89362,Jiafu,Flasterstein,Senior Engineer,1996-02-09,40000
103058,Yongqiao,Zumaque,Senior Engineer,1996-02-09,56772
106558,Otilia,Brobst,Senior Engineer,1996-02-09,41656
279642,Feipei,Besancenot,Assistant Engineer,1996-02-09,53904
210911,Taisook,Diderrich,Senior Engineer,1996-02-09,40000
66604,Bezalel,Hiroyama,Senior Engineer,1996-02-09,40000
57837,Aria,Murtafg,Senior Engineer,1996-02-09,40000
417276,Howell,Deville,Senior Engineer,1996-02-09,55927
425659,Hirochika,Sinicrope,Engineer,1996-02-08,50318
85669,Yishay,Denis,Senior Engineer,1996-02-08,48106
489117,Constantijn,Gustavson,Senior Engineer,1996-02-08,40000
453577,Alexius,Erie,Senior Staff,1996-02-08,40000
33702,Selwyn,Nannarelli,Senior Staff,1996-02-08,42705
217642,Nectarios,Lieberherr,Engineer,1996-02-08,45507
485932,Chenye,Gilg,Engineer,1996-02-08,40000
59391,Qunsheng,Plessier,Engineer,1996-02-08,40000
19633,Tayeb,Nourani,Senior Engineer,1996-02-08,40000
87094,Stevo,Turnbull,Senior Engineer,1996-02-08,48744
229579,Reinhard,Aumann,Senior Engineer,1996-02-07,42083
456620,Dekang,Avouris,Senior Engineer,1996-02-07,54509
69555,Golgen,Sabnani,Staff,1996-02-07,74734
81587,Mani,Pluym,Senior Engineer,1996-02-07,40000
52682,Valdiodio,Crooks,Senior Staff,1996-02-07,59648
41198,Janalee,Christianini,Senior Engineer,1996-02-07,40000
84720,Akemi,Champarnaud,Senior Staff,1996-02-07,52534
49262,Willard,Fairtlough,Senior Staff,1996-02-07,65055
31674,Jixiang,Bernini,Senior Staff,1996-02-07,47707
35776,Martien,Fujisaki,Engineer,1996-02-07,53730
419250,Navin,Birge,Senior Engineer,1996-02-07,40000
104153,Almudena,Chaudhury,Senior Staff,1996-02-06,40000
287837,Nobuyoshi,Businaro,Senior Engineer,1996-02-06,71756
237134,Nitsan,Aloisi,Senior Staff,1996-02-06,48296
474641,Xinan,Nastansky,Senior Engineer,1996-02-06,66490
467521,Juichirou,Giarratana,Engineer,1996-02-06,62506
38117,Stevo,Hiraishi,Senior Staff,1996-02-06,93702
283052,Fumitake,Tempesti,Senior Engineer,1996-02-06,40000
463260,Masako,Muntz,Engineer,1996-02-06,56233
499132,Leucio,Cyre,Senior Staff,1996-02-06,40000
284905,Bingning,Koshino,Senior Engineer,1996-02-05,62091
486257,Chikako,Caine,Senior Staff,1996-02-05,40000
13680,Denny,Speer,Staff,1996-02-05,46968
404464,Danil,Stentiford,Senior Staff,1996-02-05,40000
277248,Barna,Erni,Senior Staff,1996-02-05,60581
234699,Sachio,Azumi,Senior Staff,1996-02-04,40000
19874,Xuejia,Kuzuoka,Senior Staff,1996-02-04,98732
466345,Baoqiu,Sluis,Senior Staff,1996-02-04,58881
481448,Kensei,Schlenzig,Senior Staff,1996-02-04,41065
67574,Lijie,Aingworth,Senior Engineer,1996-02-04,40000
292576,Kiam,Ulupinar,Staff,1996-02-04,54803
234979,Zejun,Dredge,Staff,1996-02-04,40000
488887,Szabolcs,Iwayama,Senior Staff,1996-02-04,40000
459363,Adam,Walston,Senior Engineer,1996-02-04,40000
11832,Arto,Zlotek,Engineer,1996-02-04,40000
87199,Yefim,Luck,Engineer,1996-02-04,75346
202854,Mohamadou,Massonet,Staff,1996-02-04,67865
92136,Isaac,Kamber,Senior Engineer,1996-02-04,48941
88937,Angel,Waschkowski,Senior Engineer,1996-02-04,47606
202978,Valery,Solares,Senior Staff,1996-02-03,46766
222433,Munehiro,Serna,Senior Engineer,1996-02-03,40000
248303,Subir,Hambrick,Senior Engineer,1996-02-03,50157
497343,Fan,Bael,Senior Engineer,1996-02-03,40000
100259,Jiang,Laurillard,Senior Staff,1996-02-03,40000
405892,Tamiya,Cullers,Senior Staff,1996-02-03,78973
274106,Leon,Herber,Staff,1996-02-03,63643
207941,Florian,Emmerich,Staff,1996-02-03,83811
453273,Sandeepan,Lanteri,Senior Staff,1996-02-03,80256
48683,Peer,Garnham,Senior Staff,1996-02-03,84149
11567,Teiji,Mitzlaff,Senior Staff,1996-02-03,86261
97870,Leah,Socorro,Staff,1996-02-03,54630
85463,Kyoichi,Picht,Engineer,1996-02-03,44467
101377,Jacqueline,Decaestecker,Senior Engineer,1996-02-02,51803
469340,Thanasis,Godskesen,Technique Leader,1996-02-02,45476
213101,Sajjad,Benveniste,Staff,1996-02-02,42562
25520,Sajjad,Rubsam,Senior Engineer,1996-02-02,40000
419000,Subhada,Sluis,Staff,1996-02-01,92761
93540,Vitali,Thebaut,Engineer,1996-02-01,40000
242722,Lijia,Larfeldt,Senior Staff,1996-02-01,40000
219017,Atilio,Cangellaris,Senior Staff,1996-02-01,76158
235263,Fusako,Apsitis,Senior Staff,1996-02-01,40000
103427,Licheng,Dalton,Senior Engineer,1996-02-01,49747
400302,Bezalel,Redmiles,Senior Staff,1996-02-01,75341
94998,Goh,Koblitz,Senior Engineer,1996-01-31,40000
48201,Leen,Valtorta,Senior Engineer,1996-01-31,40000
105561,Mariangiola,Baja,Senior Engineer,1996-01-31,40000
447637,Ung,Liesche,Senior Staff,1996-01-31,82218
75007,Yunming,Bharadwaj,Engineer,1996-01-31,40000
274390,Marsja,Salinas,Staff,1996-01-31,48190
51351,Pasqua,Perko,Senior Staff,1996-01-30,61531
245056,Guoxiang,Leslie,Engineer,1996-01-30,77290
411928,JiYoung,Bain,Staff,1996-01-30,40000
272691,Nectarios,Usery,Staff,1996-01-30,55747
486753,Chinho,Hitomi,Senior Staff,1996-01-30,79458
293353,Zhanqiu,Barreiro,Staff,1996-01-30,63274
279216,Debaprosad,Kamber,Engineer,1996-01-30,40000
16388,Subhankar,Georgatos,Senior Staff,1996-01-30,40000
278885,Akeno,Birch,Senior Staff,1996-01-30,42668
82981,Fayez,Mitina,Senior Engineer,1996-01-30,40000
485190,Yongdong,Petereit,Senior Staff,1996-01-30,67234
482894,Greger,Takanami,Senior Staff,1996-01-29,103374
225714,Gadiel,Dayang,Senior Engineer,1996-01-29,43894
88936,Hironobu,Belinskaya,Senior Staff,1996-01-29,76884
295263,Utz,McFarlan,Senior Staff,1996-01-29,47814
465791,Atreye,Azuma,Staff,1996-01-29,54186
439364,Gill,Luiz,Engineer,1996-01-28,40000
435078,Hatsukazu,Parfitt,Senior Staff,1996-01-28,49866
448235,Giao,Flowers,Senior Staff,1996-01-28,63639
249245,Ramzi,Baaz,Staff,1996-01-28,64553
207905,Manibrata,Orsini,Senior Engineer,1996-01-28,60467
232289,Fun,Farrag,Engineer,1996-01-28,66678
274084,Bernice,Luon,Senior Engineer,1996-01-28,43272
26811,Prodip,Farrow,Senior Staff,1996-01-28,73589
298020,Yuguang,Oxman,Staff,1996-01-28,52443
495135,Miquel,Heystek,Assistant Engineer,1996-01-28,40000
239204,Sadegh,Cannard,Staff,1996-01-28,64354
201092,Alejandro,Hedayat,Senior Engineer,1996-01-28,40000
23342,Xinglin,Berendt,Senior Staff,1996-01-27,40000
269854,Shih,Gente,Engineer,1996-01-27,44728
465468,Chrisa,Cairo,Engineer,1996-01-27,61705
432906,Filipe,Streng,Engineer,1996-01-27,61849
241969,Susuma,Kriebel,Senior Staff,1996-01-27,62389
268138,Changho,Miara,Senior Staff,1996-01-27,79907
425115,Naftali,Begiun,Senior Engineer,1996-01-27,52260
201014,Geoff,Siprelle,Staff,1996-01-27,54629
483688,Chinho,Peroz,Senior Staff,1996-01-27,40000
60642,Marek,Junet,Senior Engineer,1996-01-27,40000
456650,Vidar,Lindenbaum,Senior Engineer,1996-01-27,51950
101246,Saddek,Sommer,Staff,1996-01-27,64563
442938,Xiaoqiu,Cusworth,Staff,1996-01-26,40000
80318,Angus,Schneeberger,Senior Engineer,1996-01-26,40000
208908,Girolamo,Uludag,Senior Engineer,1996-01-26,60831
36843,Masali,Gopalakrishnan,Assistant Engineer,1996-01-26,66556
10355,Satyanarayana,Cochrane,Staff,1996-01-26,70434
229281,Hitomi,Solovay,Senior Engineer,1996-01-26,85579
293583,Alejandro,Kaminger,Senior Engineer,1996-01-25,49661
499638,Maria,McDermid,Staff,1996-01-25,73245
97123,Basim,Suppi,Engineer,1996-01-25,46861
422388,Atilio,Godskesen,Senior Engineer,1996-01-25,61101
278733,Moty,Bamford,Senior Staff,1996-01-25,40000
456718,Arumugam,Gurbaxani,Senior Staff,1996-01-25,48009
434670,Gilbert,Valette,Senior Staff,1996-01-25,76156
81408,Atreye,Picaronny,Senior Staff,1996-01-25,74543
100889,Mariusz,Spelt,Senior Staff,1996-01-25,40000
461997,Fumitake,Hempstead,Senior Staff,1996-01-25,60753
407200,Nevin,Ligten,Senior Staff,1996-01-25,40000
440551,Unal,Frolund,Engineer,1996-01-25,40000
296845,Christfried,Melter,Engineer,1996-01-24,60418
19162,Chinho,Fadgyas,Technique Leader,1996-01-24,40000
85018,Marjo,Billingsley,Engineer,1996-01-24,61123
266221,Sashi,Hofmeyr,Senior Engineer,1996-01-24,40000
73578,Berna,Rohrbach,Engineer,1996-01-24,50566
299225,Hilari,Lorho,Staff,1996-01-24,89587
410036,Augustine,Asrin,Senior Engineer,1996-01-24,52019
264171,Kristinn,Angelopoulos,Staff,1996-01-24,52295
30092,Kristof,Pusterhofer,Engineer,1996-01-24,73013
214563,Basil,Ramras,Engineer,1996-01-23,51422
278828,Stabislas,Rosin,Senior Engineer,1996-01-23,50224
462925,Dharmaraja,Comyn,Senior Staff,1996-01-23,63463
243420,Jaewoo,Radwan,Assistant Engineer,1996-01-23,40000
260834,Khoa,Tomescu,Technique Leader,1996-01-23,50743
98069,Waiman,Dolinsky,Senior Engineer,1996-01-23,45767
200342,Ger,Goldhammer,Senior Staff,1996-01-23,40000
433321,Mabo,Msuda,Senior Engineer,1996-01-22,64727
228591,Tristan,Petereit,Senior Staff,1996-01-22,87658
467011,Adib,Srimani,Senior Staff,1996-01-22,76953
264813,Jeanna,Reutenauer,Senior Staff,1996-01-22,40000
85015,Lijia,Lipner,Staff,1996-01-22,68523
274202,Guoxiang,Christ,Senior Engineer,1996-01-22,40000
438212,Fatemeh,Luce,Engineer,1996-01-22,62011
248475,Masoud,Wursthorn,Senior Engineer,1996-01-22,47060
24881,Shin,Sadowsky,Senior Engineer,1996-01-22,40000
473455,Shawna,Fabrizio,Senior Staff,1996-01-22,69202
24862,Susumu,Muntz,Senior Staff,1996-01-21,82129
227783,Xiping,Constantine,Staff,1996-01-21,72685
480841,Hatim,Barriga,Staff,1996-01-21,70497
468937,Siddarth,Katiyar,Senior Engineer,1996-01-21,40000
73635,Roselyn,Desikan,Staff,1996-01-21,52881
49385,Vesna,Egerstedt,Senior Engineer,1996-01-21,45055
57335,Francoise,Casperson,Senior Staff,1996-01-21,40000
208833,Bojan,Remmele,Senior Engineer,1996-01-21,40000
224472,Marla,Birta,Assistant Engineer,1996-01-20,40101
203187,Xinan,Orsini,Staff,1996-01-20,64706
85344,Owen,Dayana,Senior Staff,1996-01-20,50544
457972,Stamatina,Luck,Senior Engineer,1996-01-20,51270
216474,Kristian,Swist,Senior Engineer,1996-01-20,57708
447850,Duke,Decleir,Senior Engineer,1996-01-20,48142
88419,Luerbio,Murillo,Technique Leader,1996-01-20,40000
34651,Youngkon,Leaver,Senior Staff,1996-01-20,40000
293354,Sukumar,Perfilyeva,Senior Engineer,1996-01-20,40749
244911,Xudong,Sanella,Staff,1996-01-20,88769
52851,Gita,Billawala,Senior Staff,1996-01-20,47754
98169,Bedrich,Luft,Senior Staff,1996-01-20,120032
210710,Nevio,Farrar,Senior Staff,1996-01-20,76571
58238,Bartek,Farris,Senior Staff,1996-01-19,75561
250023,Xudong,Kuszyk,Engineer,1996-01-19,40000
61444,Geoff,Kaiserswerth,Senior Engineer,1996-01-19,43572
275042,Filipe,Gide,Staff,1996-01-19,47917
224973,Steve,Gire,Engineer,1996-01-19,40000
440376,Chikako,Vanwelkenhuysen,Engineer,1996-01-19,40000
423477,Martina,Beznosov,Senior Engineer,1996-01-19,42453
214183,Nathalie,Parfitt,Senior Staff,1996-01-19,67539
24256,Salvador,Clemencon,Engineer,1996-01-19,40200
105326,Almudena,Comte,Engineer,1996-01-19,40000
421199,Irene,Laurillard,Senior Engineer,1996-01-18,40000
439310,Xiaoqiu,Marsiglia,Engineer,1996-01-18,47508
259427,Khedija,Lores,Senior Engineer,1996-01-18,40000
256626,Yurii,Fortenbacher,Technique Leader,1996-01-18,40000
249003,Saniya,Bondorf,Senior Engineer,1996-01-18,40000
421244,Ortrun,Ladret,Senior Staff,1996-01-18,49644
282093,Mizuhito,Reistad,Engineer,1996-01-18,62494
50843,Uno,Aumann,Senior Engineer,1996-01-18,42886
471815,Adas,Sidje,Senior Engineer,1996-01-18,45408
